in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,NO,YES,YES,*,NO,*,NO,*,34,145,946732.25,221019.74,0.2335
*,NO,YES,*,*,NO,*,NO,*,34,145,946732.25,221019.74,0.2335
NO,YES,NO,NO,*,NO,YES,YES,*,54,145,917345.78,365900.19,0.3989
NO,YES,*,NO,*,NO,YES,YES,*,54,145,917345.78,365900.19,0.3989
NO,YES,*,*,NO,NO,*,*,*,42,145,1021002.10,266482.39,0.2610
YES,*,*,YES,*,*,YES,NO,NO,0,144,944779.98,0.00,0.0000
NO,YES,NO,*,YES,*,*,NO,NO,0,144,844650.27,0.00,0.0000
*,*,*,YES,NO,*,NO,YES,NO,0,144,1155995.88,0.00,0.0000
*,YES,NO,NO,NO,NO,*,YES,NO,1,144,1051105.34,9664.01,0.0092
*,YES,*,NO,NO,NO,*,YES,NO,1,144,1051105.34,9664.01,0.0092
NO,NO,YES,YES,YES,*,*,YES,NO,0,144,1095198.89,0.00,0.0000
NO,NO,YES,*,YES,*,*,YES,NO,0,144,1095198.89,0.00,0.0000
YES,YES,*,*,NO,*,NO,*,NO,1,144,1101285.60,9664.01,0.0088
YES,YES,NO,NO,YES,NO,YES,*,NO,1,144,1182814.61,2791.17,0.0024
YES,YES,*,NO,YES,NO,YES,*,NO,1,144,1182814.61,2791.17,0.0024
*,NO,YES,YES,YES,NO,YES,*,NO,0,144,1211050.79,0.00,0.0000
*,NO,YES,*,YES,NO,YES,*,NO,0,144,1211050.79,0.00,0.0000
*,NO,*,*,YES,NO,YES,NO,YES,129,144,836474.75,741181.97,0.8861
NO,NO,*,YES,*,YES,NO,YES,YES,134,144,786879.95,744487.28,0.9461
NO,NO,NO,YES,*,NO,YES,YES,YES,123,144,794356.29,694293.72,0.8740
*,YES,NO,NO,YES,NO,NO,*,YES,120,144,933998.40,765078.23,0.8191
*,YES,*,NO,YES,NO,NO,*,YES,120,144,933998.40,765078.23,0.8191
NO,NO,NO,NO,YES,NO,NO,NO,*,107,144,664411.26,485149.48,0.7302
NO,NO,*,NO,YES,NO,NO,NO,*,107,144,664411.26,485149.48,0.7302
NO,YES,NO,YES,*,NO,NO,NO,*,55,144,885555.69,357125.66,0.4033
YES,YES,NO,NO,*,*,*,NO,*,27,144,863575.14,181049.09,0.2097
YES,YES,*,NO,*,*,*,NO,*,27,144,863575.14,181049.09,0.2097
*,*,NO,NO,NO,NO,NO,YES,*,45,144,1034598.60,293505.61,0.2837
*,*,*,NO,NO,NO,NO,YES,*,45,144,1034598.60,293505.61,0.2837
*,NO,NO,*,NO,YES,NO,*,*,92,144,970914.88,620222.43,0.6388
NO,*,NO,NO,NO,NO,*,*,*,57,144,947110.77,338044.29,0.3569
NO,*,*,NO,NO,NO,*,*,*,57,144,947110.77,338044.29,0.3569
*,*,*,YES,YES,NO,YES,NO,NO,0,143,963786.28,0.00,0.0000
NO,YES,*,*,*,NO,*,NO,NO,0,143,868005.56,0.00,0.0000
NO,NO,NO,NO,*,*,*,NO,NO,0,143,674479.67,0.00,0.0000
NO,NO,*,NO,*,*,*,NO,NO,0,143,674479.67,0.00,0.0000
YES,*,*,*,NO,NO,NO,YES,NO,1,143,1118247.57,9664.01,0.0086
*,NO,NO,NO,*,NO,YES,YES,NO,1,143,980232.08,11111.51,0.0113
*,NO,*,NO,*,NO,YES,YES,NO,1,143,980232.08,11111.51,0.0113
NO,NO,NO,NO,YES,NO,*,NO,YES,137,143,634223.78,597903.31,0.9427
NO,NO,*,NO,YES,NO,*,NO,YES,137,143,634223.78,597903.31,0.9427
YES,NO,NO,NO,YES,NO,NO,*,YES,125,143,880601.11,761311.11,0.8645
YES,NO,*,NO,YES,NO,NO,*,YES,125,143,880601.11,761311.11,0.8645
*,YES,*,YES,YES,NO,YES,NO,*,46,143,981070.77,320178.68,0.3264
NO,*,NO,YES,YES,*,YES,NO,*,82,143,823413.56,492350.00,0.5979
*,NO,YES,YES,YES,NO,*,NO,*,32,143,928834.29,203121.77,0.2187
*,NO,YES,*,YES,NO,*,NO,*,32,143,928834.29,203121.77,0.2187
*,*,*,YES,YES,YES,YES,YES,*,21,143,794166.39,108754.44,0.1369
YES,YES,NO,NO,*,YES,*,YES,NO,0,142,837891.28,0.00,0.0000
YES,YES,*,NO,*,YES,*,YES,NO,0,142,837891.28,0.00,0.0000
*,*,NO,YES,NO,NO,*,*,NO,0,142,1132422.69,0.00,0.0000
NO,NO,NO,*,*,*,YES,NO,YES,128,142,757074.69,673725.29,0.8899
NO,NO,NO,YES,YES,*,YES,YES,YES,121,142,752955.89,652893.32,0.8671
*,*,YES,YES,*,YES,NO,*,YES,120,142,883772.19,732400.14,0.8287
*,*,YES,*,*,YES,NO,*,YES,120,142,883772.19,732400.14,0.8287
NO,YES,NO,YES,YES,NO,NO,NO,*,55,142,865216.91,357125.66,0.4128
*,YES,NO,NO,YES,NO,*,NO,*,48,142,916659.48,297530.21,0.3246
*,YES,*,NO,YES,NO,*,NO,*,48,142,916659.48,297530.21,0.3246
*,NO,*,*,NO,NO,*,YES,*,48,142,1023903.12,337400.52,0.3295
YES,*,NO,YES,NO,*,*,YES,*,34,142,1162358.82,280503.45,0.2413
NO,YES,NO,NO,*,NO,NO,YES,NO,0,141,921591.71,0.00,0.0000
NO,YES,*,NO,*,NO,NO,YES,NO,0,141,921591.71,0.00,0.0000
*,YES,NO,NO,YES,YES,*,YES,NO,0,141,807139.77,0.00,0.0000
*,YES,*,NO,YES,YES,*,YES,NO,0,141,807139.77,0.00,0.0000
YES,*,*,*,*,*,YES,NO,YES,131,141,865612.70,806112.87,0.9313
NO,YES,NO,*,*,*,*,NO,YES,125,141,864576.37,765836.51,0.8858
NO,*,NO,NO,YES,NO,NO,YES,YES,120,141,822770.63,713608.08,0.8673
NO,*,*,NO,YES,NO,NO,YES,YES,120,141,822770.63,713608.08,0.8673
YES,NO,*,YES,YES,NO,YES,*,YES,124,141,1099447.21,944343.08,0.8589
*,NO,NO,*,NO,YES,*,*,YES,138,141,913454.62,901388.44,0.9868
*,NO,*,*,NO,YES,*,YES,*,78,141,921034.28,501709.41,0.5447
YES,YES,NO,NO,YES,YES,*,YES,*,11,141,810063.81,55799.14,0.0689
YES,YES,*,NO,YES,YES,*,YES,*,11,141,810063.81,55799.14,0.0689
*,YES,NO,YES,NO,*,*,YES,*,32,141,1175296.59,253099.61,0.2153
NO,*,*,*,NO,*,YES,*,*,63,141,857332.33,371095.35,0.4328
NO,YES,NO,*,NO,NO,*,*,*,41,141,995193.76,260901.96,0.2622
NO,NO,NO,*,*,NO,NO,NO,NO,1,140,774437.99,8927.44,0.0115
*,*,NO,*,NO,NO,YES,YES,NO,0,140,1032710.13,0.00,0.0000
NO,*,NO,*,NO,*,*,YES,NO,0,140,978323.90,0.00,0.0000
YES,*,*,YES,YES,YES,YES,*,NO,0,140,759591.46,0.00,0.0000
NO,*,*,*,NO,NO,*,*,NO,0,140,1001539.05,0.00,0.0000
*,NO,NO,*,YES,NO,YES,NO,YES,126,140,799458.58,715210.05,0.8946
YES,NO,*,*,YES,NO,YES,YES,YES,119,140,1094770.24,915483.61,0.8362
*,NO,*,*,NO,*,*,NO,*,89,140,941152.20,590674.53,0.6276
*,NO,NO,*,NO,*,NO,YES,*,60,140,954259.31,382159.45,0.4005
*,YES,NO,*,NO,NO,YES,YES,*,32,140,1050800.10,203390.44,0.1936
YES,NO,NO,NO,NO,*,*,*,*,70,140,959025.58,472283.09,0.4925
YES,NO,*,NO,NO,*,*,*,*,70,140,959025.58,472283.09,0.4925
NO,*,NO,NO,YES,*,NO,NO,NO,0,139,633094.41,0.00,0.0000
NO,*,*,NO,YES,*,NO,NO,NO,0,139,633094.41,0.00,0.0000
NO,YES,*,*,*,*,NO,NO,NO,0,139,813295.52,0.00,0.0000
NO,*,NO,NO,*,NO,YES,YES,NO,0,139,859680.90,0.00,0.0000
NO,*,*,NO,*,NO,YES,YES,NO,0,139,859680.90,0.00,0.0000
YES,NO,YES,YES,*,*,YES,YES,NO,0,139,1170420.96,0.00,0.0000
YES,NO,YES,*,*,*,YES,YES,NO,0,139,1170420.96,0.00,0.0000
YES,YES,NO,NO,YES,YES,NO,*,NO,0,139,743039.83,0.00,0.0000
YES,YES,*,NO,YES,YES,NO,*,NO,0,139,743039.83,0.00,0.0000
YES,*,NO,NO,*,YES,NO,NO,YES,133,139,672702.07,652160.07,0.9695
YES,*,*,NO,*,YES,NO,NO,YES,133,139,672702.07,652160.07,0.9695
*,*,NO,YES,*,NO,YES,NO,YES,124,139,868843.76,782686.24,0.9008
NO,NO,*,*,YES,*,YES,NO,YES,124,139,744546.54,650152.89,0.8732
*,YES,NO,NO,*,NO,NO,YES,YES,119,139,932826.57,805232.66,0.8632
*,YES,*,NO,*,NO,NO,YES,YES,119,139,932826.57,805232.66,0.8632
NO,NO,*,YES,YES,NO,YES,YES,YES,117,139,765067.86,653678.36,0.8544
YES,NO,NO,YES,*,NO,YES,*,YES,122,139,1085803.14,930699.01,0.8572
YES,NO,*,YES,*,YES,YES,*,*,29,139,808050.51,176987.10,0.2190
YES,*,*,YES,YES,*,YES,NO,NO,0,138,901691.83,0.00,0.0000
NO,NO,*,YES,YES,NO,YES,YES,NO,0,138,968312.74,0.00,0.0000
NO,NO,NO,YES,*,*,YES,YES,NO,0,138,932801.51,0.00,0.0000
NO,*,NO,*,*,NO,YES,NO,YES,123,138,801614.61,703401.85,0.8775
NO,YES,*,*,*,NO,*,NO,YES,123,138,881399.40,784787.99,0.8904
NO,NO,*,YES,YES,YES,NO,YES,YES,128,138,742391.62,699998.95,0.9429
NO,*,NO,NO,*,NO,YES,YES,YES,127,138,860761.93,797075.94,0.9260
NO,*,*,NO,*,NO,YES,YES,YES,127,138,860761.93,797075.94,0.9260
NO,*,NO,YES,*,YES,*,YES,YES,127,138,732497.79,677677.60,0.9252
*,NO,NO,YES,*,NO,YES,NO,*,84,138,862549.55,519333.11,0.6021
YES,*,NO,*,NO,NO,NO,YES,*,31,138,1027612.02,240858.11,0.2344
NO,*,NO,*,NO,*,NO,YES,*,56,138,962259.49,341326.22,0.3547
*,NO,NO,YES,*,YES,YES,*,*,33,138,721086.26,165684.78,0.2298
YES,*,NO,YES,*,YES,YES,*,*,22,138,775029.49,149056.23,0.1923
NO,*,NO,*,NO,*,YES,*,*,61,138,840663.96,360845.40,0.4292
YES,NO,YES,YES,YES,*,YES,YES,NO,0,137,1157702.52,0.00,0.0000
YES,NO,YES,*,YES,*,YES,YES,NO,0,137,1157702.52,0.00,0.0000
NO,NO,NO,YES,YES,NO,YES,*,NO,0,137,926182.88,0.00,0.0000
*,*,*,*,NO,YES,*,*,NO,0,137,938804.48,0.00,0.0000
NO,*,NO,NO,*,NO,NO,NO,YES,134,137,635629.52,616603.60,0.9701
NO,*,*,NO,*,NO,NO,NO,YES,134,137,635629.52,616603.60,0.9701
*,*,YES,YES,YES,YES,NO,*,YES,115,137,836386.03,685013.98,0.8190
*,*,YES,*,YES,YES,NO,*,YES,115,137,836386.03,685013.98,0.8190
NO,YES,NO,NO,YES,NO,*,*,YES,118,137,865245.20,752980.90,0.8703
NO,YES,*,NO,YES,NO,*,*,YES,118,137,865245.20,752980.90,0.8703
*,*,NO,NO,NO,NO,YES,*,*,41,137,948856.34,276497.41,0.2914
*,*,*,NO,NO,NO,YES,*,*,41,137,948856.34,276497.41,0.2914
*,YES,NO,YES,NO,NO,*,*,*,34,137,1152556.44,257576.80,0.2235
*,NO,YES,YES,*,NO,YES,YES,NO,0,136,1156019.64,0.00,0.0000
*,NO,YES,*,*,NO,YES,YES,NO,0,136,1156019.64,0.00,0.0000
*,YES,*,YES,NO,*,*,YES,NO,0,136,1131394.54,0.00,0.0000
NO,*,NO,*,NO,NO,*,*,NO,0,136,972475.72,0.00,0.0000
YES,NO,*,*,NO,*,*,*,NO,1,136,1000212.80,9664.01,0.0097
*,*,NO,YES,YES,NO,YES,NO,YES,121,136,852665.87,766508.35,0.8990
NO,*,*,*,YES,NO,YES,NO,YES,120,136,803482.03,694225.02,0.8640
NO,YES,NO,YES,*,NO,YES,YES,YES,114,136,882605.29,728745.19,0.8257
NO,YES,NO,YES,*,*,YES,YES,YES,114,136,882605.29,728745.19,0.8257
*,*,*,*,NO,NO,*,YES,YES,127,136,956432.80,881357.38,0.9215
YES,NO,YES,YES,*,*,NO,*,YES,111,136,1000651.89,793743.76,0.7932
YES,NO,YES,*,*,*,NO,*,YES,111,136,1000651.89,793743.76,0.7932
*,YES,*,*,YES,YES,*,*,YES,111,136,776116.21,619502.29,0.7982
YES,YES,NO,NO,*,*,*,*,YES,117,136,951064.59,816895.71,0.8589
YES,YES,*,NO,*,*,*,*,YES,117,136,951064.59,816895.71,0.8589
NO,*,*,YES,*,NO,YES,NO,*,84,136,842892.60,533180.76,0.6326
NO,NO,*,*,*,NO,YES,NO,*,90,136,774166.03,486670.95,0.6286
*,YES,NO,NO,YES,YES,NO,YES,*,16,136,740639.37,75173.34,0.1015
*,YES,*,NO,YES,YES,NO,YES,*,16,136,740639.37,75173.34,0.1015
NO,YES,*,*,NO,*,*,YES,*,37,136,955582.85,234788.28,0.2457
NO,*,NO,NO,NO,*,NO,*,*,73,136,895634.35,442227.88,0.4938
NO,*,*,NO,NO,*,NO,*,*,73,136,895634.35,442227.88,0.4938
YES,*,*,*,NO,NO,YES,*,*,34,136,1068442.44,244069.79,0.2284
NO,YES,NO,*,*,YES,*,*,*,31,136,679570.97,128771.99,0.1895
NO,NO,NO,*,YES,NO,NO,NO,NO,1,135,737943.45,8927.44,0.0121
*,NO,YES,YES,YES,NO,YES,YES,NO,0,135,1151212.49,0.00,0.0000
*,NO,YES,*,YES,NO,YES,YES,NO,0,135,1151212.49,0.00,0.0000
*,YES,NO,YES,*,NO,NO,NO,YES,109,135,917256.71,757963.00,0.8263
YES,NO,NO,NO,*,YES,NO,NO,YES,130,135,651714.71,634195.20,0.9731
YES,NO,*,NO,*,YES,NO,NO,YES,130,135,651714.71,634195.20,0.9731
YES,YES,YES,YES,YES,NO,NO,YES,YES,98,135,1171933.13,899341.08,0.7674
YES,YES,YES,*,YES,NO,NO,YES,YES,98,135,1171933.13,899341.08,0.7674
YES,YES,YES,YES,*,NO,NO,YES,YES,98,135,1171933.13,899341.08,0.7674
YES,YES,YES,*,*,NO,NO,YES,YES,98,135,1171933.13,899341.08,0.7674
NO,YES,NO,NO,*,NO,*,YES,YES,117,135,858618.50,756237.73,0.8808
NO,YES,*,NO,*,NO,*,YES,YES,117,135,858618.50,756237.73,0.8808
YES,NO,YES,YES,YES,*,NO,*,YES,110,135,991778.15,784870.03,0.7914
YES,NO,YES,*,YES,*,NO,*,YES,110,135,991778.15,784870.03,0.7914
NO,YES,NO,NO,YES,*,YES,*,*,57,135,877592.07,378326.65,0.4311
NO,YES,*,NO,YES,*,YES,*,*,57,135,877592.07,378326.65,0.4311
NO,YES,*,*,YES,YES,*,*,*,33,135,683383.39,141553.84,0.2071
YES,*,NO,NO,YES,NO,*,NO,NO,1,134,858805.37,11210.05,0.0131
YES,*,*,NO,YES,NO,*,NO,NO,1,134,858805.37,11210.05,0.0131
NO,NO,*,YES,*,NO,*,NO,NO,1,134,745495.21,8927.44,0.0120
YES,YES,NO,NO,YES,NO,YES,YES,NO,1,134,1087290.20,2791.17,0.0026
YES,YES,*,NO,YES,NO,YES,YES,NO,1,134,1087290.20,2791.17,0.0026
*,*,NO,YES,YES,YES,YES,*,NO,0,134,673018.83,0.00,0.0000
NO,NO,NO,*,YES,*,YES,NO,YES,120,134,707429.80,624080.39,0.8822
YES,YES,*,*,*,NO,*,NO,YES,112,134,990536.63,840133.23,0.8482
NO,YES,NO,*,YES,*,*,NO,YES,118,134,819848.46,721108.60,0.8796
YES,YES,NO,*,*,*,*,NO,YES,109,134,918648.98,759661.14,0.8269
YES,*,NO,NO,YES,NO,NO,YES,YES,114,134,940804.13,807915.42,0.8587
YES,*,*,NO,YES,NO,NO,YES,YES,114,134,940804.13,807915.42,0.8587
NO,NO,NO,YES,YES,NO,YES,YES,YES,113,134,727859.36,627796.79,0.8625
YES,NO,NO,*,YES,NO,YES,YES,YES,113,134,1046911.36,867624.72,0.8287
NO,*,NO,YES,YES,YES,*,YES,YES,123,134,703982.60,649162.41,0.9221
*,NO,*,*,NO,*,NO,*,YES,130,134,881798.04,866813.25,0.9830
YES,NO,NO,YES,YES,NO,YES,*,YES,117,134,1043868.65,888764.52,0.8514
*,*,NO,*,NO,*,NO,NO,*,75,134,921477.28,498097.92,0.5405
*,NO,NO,YES,YES,NO,YES,NO,*,82,134,839713.27,510499.87,0.6079
*,*,NO,NO,NO,*,*,NO,*,72,134,839116.95,444972.91,0.5303
*,*,*,NO,NO,*,*,NO,*,72,134,839116.95,444972.91,0.5303
YES,NO,NO,NO,YES,NO,YES,*,*,41,134,940792.43,280638.51,0.2983
YES,NO,*,NO,YES,NO,YES,*,*,41,134,940792.43,280638.51,0.2983
YES,*,*,*,*,NO,YES,NO,NO,1,133,983820.17,11210.05,0.0114
*,NO,NO,*,YES,*,YES,NO,NO,1,133,747935.95,11210.05,0.0150
NO,NO,*,YES,YES,NO,*,NO,NO,1,133,737092.58,8927.44,0.0121
*,YES,NO,NO,YES,*,*,NO,NO,0,133,774324.64,0.00,0.0000
*,YES,*,NO,YES,*,*,NO,NO,0,133,774324.64,0.00,0.0000
*,*,NO,NO,NO,*,NO,YES,NO,1,133,964067.37,9664.01,0.0100
*,*,*,NO,NO,*,NO,YES,NO,1,133,964067.37,9664.01,0.0100
YES,*,NO,NO,NO,NO,*,*,NO,2,133,966503.69,19328.03,0.0200
YES,*,*,NO,NO,NO,*,*,NO,2,133,966503.69,19328.03,0.0200
YES,*,*,YES,NO,NO,*,*,NO,0,133,1135896.18,0.00,0.0000
YES,*,NO,*,*,*,YES,NO,YES,124,133,793742.19,746374.32,0.9403
NO,YES,*,*,YES,NO,*,NO,YES,118,133,849705.28,753093.88,0.8863
NO,YES,NO,YES,YES,NO,YES,YES,YES,112,133,861753.96,714578.19,0.8292
YES,YES,NO,YES,YES,NO,YES,YES,YES,112,133,999212.15,840300.40,0.8410
NO,YES,NO,YES,YES,*,YES,YES,YES,112,133,861753.96,714578.19,0.8292
YES,YES,NO,YES,YES,*,YES,YES,YES,112,133,999212.15,840300.40,0.8410
*,*,NO,*,NO,NO,*,YES,YES,124,133,932249.33,857173.92,0.9195
*,NO,YES,YES,*,NO,*,*,YES,117,133,1033562.15,879079.10,0.8505
NO,*,YES,YES,*,NO,*,*,YES,122,133,1011936.26,940890.36,0.9298
*,NO,YES,*,*,NO,*,*,YES,117,133,1033562.15,879079.10,0.8505
NO,*,YES,*,*,NO,*,*,YES,122,133,1011936.26,940890.36,0.9298
YES,NO,*,*,NO,YES,*,*,*,66,133,933803.73,469832.36,0.5031
*,YES,NO,NO,*,*,NO,NO,NO,0,132,713642.93,0.00,0.0000
*,YES,*,NO,*,*,NO,NO,NO,0,132,713642.93,0.00,0.0000
*,NO,NO,NO,*,NO,*,NO,NO,2,132,817743.61,20874.06,0.0255
*,NO,*,NO,*,NO,*,NO,NO,2,132,817743.61,20874.06,0.0255
NO,NO,NO,NO,YES,*,*,NO,NO,0,132,599623.71,0.00,0.0000
NO,NO,*,NO,YES,*,*,NO,NO,0,132,599623.71,0.00,0.0000
*,NO,*,*,NO,*,*,YES,YES,126,132,867981.82,839109.94,0.9667
*,NO,YES,YES,*,NO,NO,NO,*,31,132,849877.78,195047.81,0.2295
*,NO,YES,*,*,NO,NO,NO,*,31,132,849877.78,195047.81,0.2295
NO,*,*,YES,YES,NO,YES,NO,*,82,132,819933.16,524985.65,0.6403
NO,NO,NO,*,*,NO,YES,NO,*,88,132,740599.99,468418.70,0.6325
*,NO,NO,*,NO,*,*,NO,*,84,132,871294.86,541363.55,0.6213
*,*,*,YES,NO,NO,NO,YES,*,21,132,1079737.17,170519.14,0.1579
NO,NO,NO,NO,*,NO,YES,YES,*,73,132,803097.06,431175.76,0.5369
NO,NO,*,NO,*,NO,YES,YES,*,73,132,803097.06,431175.76,0.5369
YES,NO,NO,*,NO,*,*,YES,*,52,132,969986.32,399856.04,0.4122
NO,YES,NO,*,NO,*,*,YES,*,36,132,933047.49,229207.85,0.2457
NO,YES,*,*,YES,NO,*,NO,NO,0,131,788767.58,0.00,0.0000
NO,YES,NO,NO,YES,NO,NO,*,NO,0,131,788168.18,0.00,0.0000
NO,YES,*,NO,YES,NO,NO,*,NO,0,131,788168.18,0.00,0.0000
*,NO,*,YES,*,YES,YES,*,NO,0,131,710964.41,0.00,0.0000
*,YES,*,YES,NO,NO,*,*,NO,0,131,1112224.57,0.00,0.0000
*,YES,NO,YES,YES,NO,NO,NO,YES,105,131,887232.65,727938.94,0.8205
*,*,NO,NO,NO,*,NO,*,YES,128,131,816382.65,802596.74,0.9831
*,*,*,NO,NO,*,NO,*,YES,128,131,816382.65,802596.74,0.9831
YES,*,*,YES,*,YES,YES,YES,*,16,131,783593.23,107884.28,0.1377
YES,NO,YES,YES,*,NO,YES,*,*,7,131,1121369.32,55578.56,0.0496
YES,NO,YES,*,*,NO,YES,*,*,7,131,1121369.32,55578.56,0.0496
*,NO,*,*,NO,*,NO,*,NO,1,130,973720.71,9664.01,0.0099
*,YES,*,*,NO,*,YES,*,NO,0,130,996472.06,0.00,0.0000
NO,*,NO,NO,YES,NO,NO,NO,YES,127,130,609120.78,590094.86,0.9688
NO,*,*,NO,YES,NO,NO,NO,YES,127,130,609120.78,590094.86,0.9688
NO,*,NO,YES,*,YES,NO,YES,YES,119,130,707401.26,652581.07,0.9225
NO,NO,NO,YES,*,YES,*,YES,YES,122,130,687833.85,652523.17,0.9487
*,*,*,*,NO,*,YES,*,YES,124,130,853783.19,807026.33,0.9452
*,NO,YES,YES,YES,NO,*,*,YES,114,130,1005043.94,850560.88,0.8463
*,NO,YES,*,YES,NO,*,*,YES,114,130,1005043.94,850560.88,0.8463
*,NO,YES,YES,YES,NO,NO,NO,*,29,130,831979.82,177149.85,0.2129
*,NO,YES,*,YES,NO,NO,NO,*,29,130,831979.82,177149.85,0.2129
YES,*,NO,YES,*,NO,YES,NO,*,46,130,870559.36,299177.39,0.3437
NO,NO,*,*,NO,*,*,YES,*,73,130,783488.57,428398.47,0.5468
*,YES,*,YES,NO,*,NO,*,*,24,130,1083473.79,199077.95,0.1837
YES,NO,NO,*,NO,*,NO,*,*,52,130,936729.89,374323.51,0.3996
YES,NO,YES,YES,YES,NO,YES,*,*,7,130,1116562.16,55578.56,0.0498
YES,NO,YES,*,YES,NO,YES,*,*,7,130,1116562.16,55578.56,0.0498
NO,NO,NO,NO,NO,*,*,*,*,87,130,794366.74,512143.22,0.6447
NO,NO,*,NO,NO,*,*,*,*,87,130,794366.74,512143.22,0.6447
*,YES,NO,NO,*,YES,NO,YES,NO,0,129,717658.54,0.00,0.0000
*,YES,*,NO,*,YES,NO,YES,NO,0,129,717658.54,0.00,0.0000
NO,NO,NO,YES,*,NO,YES,YES,NO,0,129,886439.04,0.00,0.0000
*,*,NO,YES,NO,NO,*,YES,NO,0,129,1002435.11,0.00,0.0000
YES,*,NO,*,NO,NO,NO,*,NO,2,129,971438.24,19328.03,0.0199
NO,*,NO,*,YES,NO,YES,NO,YES,114,129,742765.88,644553.11,0.8678
*,*,NO,NO,YES,*,YES,NO,YES,122,129,678663.40,633897.63,0.9340
*,*,*,NO,YES,*,YES,NO,YES,122,129,678663.40,633897.63,0.9340
*,YES,NO,NO,YES,*,NO,YES,YES,105,129,831805.60,680544.80,0.8182
*,YES,*,NO,YES,*,NO,YES,YES,105,129,831805.60,680544.80,0.8182
*,YES,*,*,*,YES,NO,*,YES,104,129,752826.97,596353.35,0.7922
NO,*,YES,YES,YES,NO,*,*,YES,118,129,977837.62,906791.71,0.9273
NO,*,YES,*,YES,NO,*,*,YES,118,129,977837.62,906791.71,0.9273
YES,NO,NO,NO,*,NO,NO,NO,*,56,129,750252.58,286150.43,0.3814
YES,NO,*,NO,*,NO,NO,NO,*,56,129,750252.58,286150.43,0.3814
YES,YES,*,*,*,*,YES,NO,*,31,129,943568.40,252279.54,0.2674
NO,*,*,*,NO,NO,NO,*,*,47,129,915675.29,277693.68,0.3033
YES,*,NO,*,NO,NO,YES,*,*,33,129,1013534.76,236087.01,0.2329
*,NO,NO,YES,YES,YES,YES,*,*,31,129,662604.81,149072.89,0.2250
YES,NO,*,YES,YES,YES,YES,*,*,26,129,734872.71,149519.78,0.2035
NO,YES,*,*,YES,*,NO,NO,NO,0,128,742114.55,0.00,0.0000
NO,YES,NO,*,*,*,NO,NO,NO,0,128,739377.04,0.00,0.0000
NO,YES,*,YES,*,*,*,NO,NO,0,128,757673.28,0.00,0.0000
*,YES,NO,*,NO,NO,NO,YES,NO,1,128,985049.09,9664.01,0.0098
*,*,*,YES,*,YES,YES,YES,NO,0,128,711171.00,0.00,0.0000
YES,*,*,*,NO,*,YES,*,NO,0,128,991589.05,0.00,0.0000
YES,*,*,*,YES,*,YES,NO,YES,118,128,792307.47,732807.65,0.9249
*,NO,NO,NO,*,*,YES,NO,YES,122,128,635033.93,595822.68,0.9383
*,NO,*,NO,*,*,YES,NO,YES,122,128,635033.93,595822.68,0.9383
YES,YES,*,YES,*,*,*,NO,YES,106,128,917217.75,780941.90,0.8514
YES,NO,*,YES,*,*,YES,YES,YES,111,128,1039241.83,869984.83,0.8371
NO,*,YES,YES,*,*,*,YES,YES,115,128,960135.65,889733.14,0.9267
NO,*,YES,*,*,*,*,YES,YES,115,128,960135.65,889733.14,0.9267
NO,NO,*,*,NO,*,*,*,YES,124,128,772427.68,761361.93,0.9857
*,*,NO,YES,NO,*,NO,YES,*,29,128,1019914.00,245051.73,0.2403
NO,YES,*,*,NO,NO,*,YES,*,37,128,910070.00,234788.28,0.2580
YES,YES,NO,NO,NO,*,*,YES,*,23,128,924601.14,160284.30,0.1734
YES,YES,*,NO,NO,*,*,YES,*,23,128,924601.14,160284.30,0.1734
*,*,NO,NO,NO,YES,NO,*,*,73,128,808605.37,470477.53,0.5818
*,*,*,NO,NO,YES,NO,*,*,73,128,808605.37,470477.53,0.5818
NO,YES,*,*,*,YES,NO,*,*,29,128,678062.00,139133.97,0.2052
YES,*,NO,NO,*,NO,NO,NO,NO,1,127,773194.27,9664.01,0.0125
YES,*,*,NO,*,NO,NO,NO,NO,1,127,773194.27,9664.01,0.0125
*,YES,*,*,*,*,YES,NO,NO,0,127,881374.05,0.00,0.0000
NO,YES,NO,*,*,NO,*,NO,NO,0,127,764388.39,0.00,0.0000
NO,NO,YES,YES,*,*,NO,YES,NO,0,127,976516.69,0.00,0.0000
NO,NO,YES,*,*,*,NO,YES,NO,0,127,976516.69,0.00,0.0000
*,NO,NO,NO,YES,NO,YES,YES,NO,1,127,869701.99,11111.51,0.0128
*,NO,*,NO,YES,NO,YES,YES,NO,1,127,869701.99,11111.51,0.0128
*,NO,NO,*,NO,*,*,YES,NO,0,127,867763.67,0.00,0.0000
*,NO,NO,*,NO,*,*,YES,YES,121,127,825863.48,796991.60,0.9650
YES,*,NO,YES,YES,NO,YES,NO,*,45,127,845720.86,291194.61,0.3443
NO,NO,*,*,YES,NO,YES,NO,*,85,127,714427.18,454005.55,0.6355
YES,YES,NO,NO,*,YES,NO,YES,*,9,127,725009.53,47850.91,0.0660
YES,YES,*,NO,*,YES,NO,YES,*,9,127,725009.53,47850.91,0.0660
*,NO,NO,*,NO,NO,*,YES,*,47,127,870967.63,326780.27,0.3752
*,NO,NO,*,NO,YES,*,YES,*,74,127,822659.52,470211.32,0.5716
NO,NO,NO,YES,YES,*,YES,YES,NO,0,126,865127.87,0.00,0.0000
