in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,*,*,NO,*,*,YES,*,NO,0,224,1604949.00,0.00,0.0000
YES,YES,YES,YES,*,*,*,*,NO,0,224,2330335.08,0.00,0.0000
YES,YES,YES,*,*,*,*,*,NO,0,224,2330335.08,0.00,0.0000
*,NO,NO,*,*,*,*,*,YES,204,224,1549068.22,1425396.27,0.9202
*,*,NO,NO,NO,*,*,YES,*,69,224,1550450.26,436402.48,0.2815
*,*,*,NO,NO,*,*,YES,*,69,224,1550450.26,436402.48,0.2815
YES,YES,YES,YES,YES,*,*,*,*,10,224,2381841.82,129659.57,0.0544
YES,YES,YES,*,YES,*,*,*,*,10,224,2381841.82,129659.57,0.0544
NO,*,NO,YES,*,*,*,*,*,60,224,1660420.13,453301.42,0.2730
NO,YES,*,*,*,NO,*,YES,NO,0,223,1586837.79,0.00,0.0000
*,*,NO,NO,*,NO,NO,*,NO,2,223,1601372.15,19328.03,0.0121
*,*,*,NO,*,NO,NO,*,NO,2,223,1601372.15,19328.03,0.0121
*,NO,*,YES,*,NO,*,*,NO,0,223,2160035.50,0.00,0.0000
*,YES,*,*,YES,*,YES,YES,*,49,223,1718524.39,376822.88,0.2193
*,NO,*,YES,YES,NO,*,YES,*,32,223,2188178.69,266441.65,0.1218
*,*,NO,NO,YES,NO,*,YES,NO,0,222,1571774.04,0.00,0.0000
*,*,*,NO,YES,NO,*,YES,NO,0,222,1571774.04,0.00,0.0000
*,YES,YES,YES,*,NO,NO,YES,*,12,222,2329596.33,157734.13,0.0677
*,YES,YES,*,*,NO,NO,YES,*,12,222,2329596.33,157734.13,0.0677
*,NO,*,YES,*,*,NO,YES,*,29,222,2193561.81,245039.96,0.1117
*,NO,NO,*,YES,NO,*,YES,*,63,222,1798264.90,534834.49,0.2974
*,YES,NO,*,NO,*,*,YES,*,50,222,1637807.30,349700.49,0.2135
YES,NO,*,*,YES,*,NO,*,*,25,222,2173413.89,206820.20,0.0952
NO,*,*,YES,YES,NO,*,*,*,57,222,1728660.06,468357.77,0.2709
NO,YES,NO,*,YES,NO,*,*,*,61,222,1623864.13,446065.39,0.2747
NO,*,NO,*,YES,NO,*,*,NO,0,221,1612534.96,0.00,0.0000
NO,YES,NO,*,*,*,*,*,NO,0,221,1585259.33,0.00,0.0000
*,YES,YES,YES,YES,*,NO,YES,*,13,221,2333854.15,175359.15,0.0751
*,YES,YES,*,YES,*,NO,YES,*,13,221,2333854.15,175359.15,0.0751
*,YES,YES,YES,YES,NO,NO,*,*,15,221,2328242.71,186839.80,0.0802
*,YES,YES,*,YES,NO,NO,*,*,15,221,2328242.71,186839.80,0.0802
*,NO,*,*,YES,NO,NO,*,*,38,221,2104844.50,309776.63,0.1472
YES,NO,*,YES,*,*,*,*,*,26,221,2175754.05,235524.05,0.1082
YES,NO,NO,*,YES,*,*,*,*,50,220,1837501.26,384858.47,0.2094
*,NO,*,YES,*,NO,*,YES,NO,0,219,2136992.70,0.00,0.0000
*,YES,*,*,YES,NO,YES,YES,*,48,219,1687973.96,372609.09,0.2207
*,YES,*,*,NO,NO,*,YES,*,49,219,1617634.82,332075.47,0.2053
YES,YES,YES,YES,*,NO,*,YES,*,7,219,2338884.77,95278.47,0.0407
YES,YES,YES,*,*,NO,*,YES,*,7,219,2338884.77,95278.47,0.0407
NO,*,*,*,YES,NO,NO,*,*,57,219,1664172.51,468737.84,0.2817
YES,YES,YES,YES,*,*,*,YES,NO,0,218,2293288.80,0.00,0.0000
YES,YES,YES,*,*,*,*,YES,NO,0,218,2293288.80,0.00,0.0000
*,YES,NO,YES,*,*,NO,*,NO,1,218,1847753.89,5020.52,0.0027
*,YES,NO,*,*,NO,YES,*,NO,0,218,1676044.12,0.00,0.0000
*,NO,NO,NO,YES,*,*,YES,*,80,218,1585734.68,583501.80,0.3680
*,NO,*,NO,YES,*,*,YES,*,80,218,1585734.68,583501.80,0.3680
*,YES,NO,YES,YES,*,NO,*,*,26,218,1887344.03,243546.81,0.1290
NO,*,*,*,YES,*,YES,*,*,82,218,1541933.68,579127.76,0.3756
*,YES,YES,YES,*,*,NO,YES,NO,0,217,2228458.31,0.00,0.0000
*,YES,YES,*,*,*,NO,YES,NO,0,217,2228458.31,0.00,0.0000
YES,*,NO,YES,YES,NO,*,YES,NO,0,217,1945827.30,0.00,0.0000
*,NO,*,*,*,NO,NO,*,NO,1,217,2075305.54,9664.01,0.0047
YES,*,NO,*,*,NO,YES,YES,*,48,217,1701209.56,382273.75,0.2247
NO,*,NO,*,YES,*,NO,*,*,66,217,1542235.27,473356.07,0.3069
NO,*,NO,YES,*,NO,*,*,*,59,217,1621076.70,444971.08,0.2745
*,*,NO,*,YES,NO,YES,*,NO,0,216,1654223.86,0.00,0.0000
YES,YES,NO,*,YES,*,NO,YES,*,19,216,1810353.10,168219.19,0.0929
YES,YES,YES,YES,YES,*,*,YES,*,8,216,2328039.47,112903.49,0.0485
YES,YES,YES,*,YES,*,*,YES,*,8,216,2328039.47,112903.49,0.0485
*,*,NO,NO,*,YES,*,*,*,92,216,1492023.21,558149.92,0.3741
*,*,*,NO,*,YES,*,*,*,92,216,1492023.21,558149.92,0.3741
*,NO,NO,*,*,YES,*,*,*,93,216,1515375.47,570195.56,0.3763
YES,YES,YES,YES,*,NO,*,*,NO,0,215,2264702.51,0.00,0.0000
YES,YES,YES,*,*,NO,*,*,NO,0,215,2264702.51,0.00,0.0000
YES,YES,NO,YES,*,*,*,*,NO,1,215,1902101.51,5020.52,0.0026
YES,YES,NO,*,YES,NO,NO,*,*,19,215,1831635.99,177779.65,0.0971
*,YES,NO,NO,*,NO,NO,*,*,41,215,1515668.70,268426.63,0.1771
*,YES,*,NO,*,NO,NO,*,*,41,215,1515668.70,268426.63,0.1771
NO,YES,*,*,*,*,NO,*,*,49,215,1584949.20,386859.24,0.2441
*,YES,NO,*,YES,*,YES,*,*,55,215,1629265.33,413222.98,0.2536
YES,*,*,*,YES,*,YES,*,*,46,215,1736747.59,361810.86,0.2083
*,YES,NO,*,*,*,YES,YES,NO,0,214,1622914.91,0.00,0.0000
*,YES,YES,YES,*,NO,NO,*,NO,0,214,2203145.00,0.00,0.0000
*,YES,YES,*,*,NO,NO,*,NO,0,214,2203145.00,0.00,0.0000
NO,YES,NO,*,*,NO,*,*,NO,0,214,1545465.91,0.00,0.0000
*,YES,YES,YES,YES,NO,NO,YES,*,12,214,2269154.53,157734.13,0.0695
*,YES,YES,*,YES,NO,NO,YES,*,12,214,2269154.53,157734.13,0.0695
YES,YES,NO,NO,*,*,*,YES,*,28,214,1561333.36,210512.82,0.1348
YES,YES,*,NO,*,*,*,YES,*,28,214,1561333.36,210512.82,0.1348
YES,YES,YES,YES,YES,NO,*,*,*,9,214,2300037.26,112034.55,0.0487
YES,YES,YES,*,YES,NO,*,*,*,9,214,2300037.26,112034.55,0.0487
NO,NO,*,*,YES,*,*,*,*,88,214,1494306.24,620395.27,0.4152
*,YES,YES,YES,YES,*,NO,*,NO,0,213,2186654.99,0.00,0.0000
*,YES,YES,*,YES,*,NO,*,NO,0,213,2186654.99,0.00,0.0000
*,YES,NO,NO,*,*,NO,YES,*,38,213,1506647.93,261622.26,0.1736
*,YES,*,NO,*,*,NO,YES,*,38,213,1506647.93,261622.26,0.1736
NO,*,NO,*,*,NO,YES,YES,*,72,213,1479936.70,518667.13,0.3505
*,NO,NO,*,*,*,YES,YES,*,82,213,1515513.04,590665.14,0.3897
YES,YES,NO,*,YES,*,NO,*,NO,1,212,1758710.61,5020.52,0.0029
YES,YES,YES,YES,YES,*,*,*,NO,0,212,2233254.79,0.00,0.0000
YES,YES,YES,*,YES,*,*,*,NO,0,212,2233254.79,0.00,0.0000
YES,NO,NO,*,*,*,*,*,NO,1,212,1778218.15,9664.01,0.0054
NO,*,NO,NO,YES,*,*,YES,*,84,212,1420959.46,594714.59,0.4185
NO,*,*,NO,YES,*,*,YES,*,84,212,1420959.46,594714.59,0.4185
YES,YES,YES,YES,*,*,NO,*,*,10,212,2242049.41,122976.17,0.0548
YES,YES,YES,*,*,*,NO,*,*,10,212,2242049.41,122976.17,0.0548
*,NO,NO,YES,*,*,*,*,*,54,212,1712225.42,433616.69,0.2532
YES,NO,*,*,*,*,NO,YES,NO,0,211,2127475.74,0.00,0.0000
NO,*,*,*,*,*,NO,YES,NO,0,211,1513810.42,0.00,0.0000
*,*,NO,*,NO,NO,*,YES,NO,1,211,1571156.61,9664.01,0.0062
YES,YES,YES,YES,*,NO,*,YES,NO,0,211,2234720.01,0.00,0.0000
YES,YES,YES,*,*,NO,*,YES,NO,0,211,2234720.01,0.00,0.0000
YES,NO,*,*,*,NO,*,*,NO,1,211,2033836.05,9664.01,0.0048
*,NO,*,YES,YES,*,*,*,NO,0,211,2055687.75,0.00,0.0000
YES,*,*,*,NO,*,*,YES,*,45,211,1675554.98,348504.53,0.2080
NO,*,*,YES,YES,*,*,YES,*,51,211,1633859.28,422755.02,0.2587
*,YES,NO,*,YES,NO,YES,*,*,54,211,1604476.48,409009.19,0.2549
*,*,*,*,YES,YES,*,*,*,69,211,1537893.63,446676.20,0.2904
YES,*,NO,YES,*,*,NO,YES,NO,0,210,1890146.96,0.00,0.0000
*,YES,*,*,*,*,*,*,YES,183,210,1647775.45,1452417.13,0.8814
*,*,NO,NO,YES,*,YES,YES,*,70,210,1514961.79,520489.84,0.3436
*,*,*,NO,YES,*,YES,YES,*,70,210,1514961.79,520489.84,0.3436
*,YES,NO,NO,YES,NO,*,YES,*,35,210,1533078.82,269483.51,0.1758
*,YES,*,NO,YES,NO,*,YES,*,35,210,1533078.82,269483.51,0.1758
*,YES,YES,YES,*,NO,NO,YES,NO,0,209,2162975.91,0.00,0.0000
*,YES,YES,*,*,NO,NO,YES,NO,0,209,2162975.91,0.00,0.0000
*,YES,NO,YES,*,NO,NO,*,NO,1,209,1775666.70,5020.52,0.0028
YES,*,NO,*,*,*,YES,*,NO,0,209,1655755.08,0.00,0.0000
*,YES,NO,YES,YES,NO,NO,*,*,25,209,1817062.00,237568.51,0.1307
YES,YES,NO,YES,YES,*,*,*,*,28,209,1831185.62,244265.61,0.1334
*,NO,NO,*,*,*,NO,*,NO,1,208,1673895.76,9664.01,0.0058
NO,*,NO,NO,*,*,*,*,NO,0,208,1399885.33,0.00,0.0000
NO,*,*,NO,*,*,*,*,NO,0,208,1399885.33,0.00,0.0000
NO,*,*,*,*,*,*,YES,YES,184,208,1478339.96,1305918.59,0.8834
*,*,NO,*,*,*,NO,*,YES,183,208,1528470.24,1343823.24,0.8792
*,*,*,*,*,*,YES,*,YES,187,208,1456890.88,1331393.91,0.9139
*,*,NO,*,YES,NO,*,*,YES,173,208,1635584.34,1390869.03,0.8504
YES,YES,YES,YES,YES,NO,*,YES,*,7,208,2253298.68,95278.47,0.0423
YES,YES,YES,*,YES,NO,*,YES,*,7,208,2253298.68,95278.47,0.0423
*,*,NO,*,*,YES,*,YES,*,69,208,1515153.23,447292.42,0.2952
*,*,NO,YES,*,*,YES,*,*,55,208,1605502.08,409905.09,0.2553
*,YES,YES,YES,YES,*,NO,YES,NO,0,207,2149608.71,0.00,0.0000
*,YES,YES,*,YES,*,NO,YES,NO,0,207,2149608.71,0.00,0.0000
YES,*,NO,NO,*,NO,*,YES,NO,1,207,1491547.77,9664.01,0.0065
YES,*,*,NO,*,NO,*,YES,NO,1,207,1491547.77,9664.01,0.0065
YES,*,NO,NO,YES,*,*,*,NO,0,207,1613529.65,0.00,0.0000
YES,*,*,NO,YES,*,*,*,NO,0,207,1613529.65,0.00,0.0000
YES,*,NO,YES,*,NO,NO,YES,*,20,207,1891812.23,193077.96,0.1021
*,YES,NO,*,NO,NO,*,YES,*,49,207,1525630.30,332075.47,0.2177
NO,*,*,YES,YES,NO,*,YES,*,49,207,1599325.44,399206.00,0.2496
YES,YES,NO,NO,*,NO,*,*,*,28,207,1518242.29,206486.16,0.1360
YES,YES,*,NO,*,NO,*,*,*,28,207,1518242.29,206486.16,0.1360
YES,YES,YES,YES,YES,*,*,YES,NO,0,206,2196208.51,0.00,0.0000
YES,YES,YES,*,YES,*,*,YES,NO,0,206,2196208.51,0.00,0.0000
*,*,NO,NO,*,*,*,YES,YES,189,206,1419263.75,1322034.46,0.9315
*,*,*,NO,*,*,*,YES,YES,189,206,1419263.75,1322034.46,0.9315
*,NO,NO,*,YES,*,NO,YES,*,51,206,1677435.14,396939.04,0.2366
NO,*,NO,*,YES,*,YES,*,*,81,206,1454062.29,569657.94,0.3918
*,YES,YES,YES,YES,NO,NO,*,NO,0,205,2132516.62,0.00,0.0000
*,YES,YES,*,YES,NO,NO,*,NO,0,205,2132516.62,0.00,0.0000
YES,YES,NO,YES,*,NO,*,*,NO,1,205,1824296.71,5020.52,0.0028
YES,*,NO,YES,YES,*,NO,YES,*,17,205,1836953.64,156053.53,0.0850
*,NO,*,YES,YES,*,NO,*,*,31,205,1997258.87,245838.47,0.1231
*,YES,NO,*,*,NO,YES,YES,NO,0,204,1551007.01,0.00,0.0000
NO,*,NO,*,YES,NO,*,YES,NO,0,204,1471480.49,0.00,0.0000
NO,*,*,*,*,NO,NO,*,NO,0,204,1497439.78,0.00,0.0000
YES,YES,YES,YES,YES,NO,*,*,NO,0,204,2179116.42,0.00,0.0000
YES,YES,YES,*,YES,NO,*,*,NO,0,204,2179116.42,0.00,0.0000
*,*,NO,*,*,*,YES,*,YES,184,204,1415159.74,1299703.93,0.9184
*,*,*,*,NO,*,NO,YES,*,49,204,1547107.06,336735.69,0.2177
YES,NO,*,*,YES,*,NO,YES,*,20,204,2056574.02,182632.76,0.0888
YES,*,NO,NO,*,*,NO,YES,*,36,204,1570920.13,288505.02,0.1837
YES,*,*,NO,*,*,NO,YES,*,36,204,1570920.13,288505.02,0.1837
*,*,*,*,NO,NO,NO,*,*,50,204,1529410.14,336713.65,0.2202
NO,YES,*,*,*,NO,NO,*,*,46,204,1520917.47,369534.53,0.2430
YES,*,*,*,NO,NO,*,*,*,44,204,1593111.72,323031.11,0.2028
NO,NO,*,*,*,NO,*,*,*,74,204,1459498.87,527992.24,0.3618
*,NO,NO,*,*,NO,*,YES,NO,0,203,1574631.02,0.00,0.0000
YES,*,*,*,*,NO,YES,*,NO,0,203,1648106.01,0.00,0.0000
*,YES,*,*,NO,*,*,*,NO,1,203,1524918.63,9664.01,0.0063
*,NO,*,*,YES,NO,NO,YES,*,31,203,1995195.13,272612.88,0.1366
YES,YES,YES,YES,*,*,NO,YES,*,7,203,2183565.72,101538.77,0.0465
YES,YES,YES,*,*,*,NO,YES,*,7,203,2183565.72,101538.77,0.0465
NO,*,NO,YES,*,*,*,YES,*,50,203,1494942.68,376840.71,0.2521
YES,NO,*,YES,*,*,*,YES,*,18,203,2046414.26,165697.88,0.0810
*,NO,*,YES,*,NO,NO,*,*,31,203,2031617.33,256229.20,0.1261
*,NO,*,*,*,NO,NO,YES,NO,0,202,1983063.82,0.00,0.0000
*,YES,NO,YES,*,*,NO,YES,NO,0,202,1705562.73,0.00,0.0000
NO,YES,NO,*,YES,*,*,YES,*,52,202,1458406.16,384855.07,0.2639
YES,YES,YES,YES,*,NO,NO,*,*,9,202,2158791.81,105351.15,0.0488
YES,YES,YES,*,*,NO,NO,*,*,9,202,2158791.81,105351.15,0.0488
YES,YES,YES,YES,YES,*,NO,*,*,9,202,2165432.08,118294.85,0.0546
YES,YES,YES,*,YES,*,NO,*,*,9,202,2165432.08,118294.85,0.0546
*,YES,YES,YES,YES,NO,NO,YES,NO,0,201,2102534.11,0.00,0.0000
*,YES,YES,*,YES,NO,NO,YES,NO,0,201,2102534.11,0.00,0.0000
*,*,NO,*,YES,NO,YES,YES,NO,0,201,1510653.46,0.00,0.0000
*,NO,*,YES,YES,*,*,YES,NO,0,201,1988455.76,0.00,0.0000
YES,YES,NO,YES,*,*,*,YES,NO,0,201,1779165.58,0.00,0.0000
NO,YES,NO,*,*,*,*,YES,NO,0,201,1426083.06,0.00,0.0000
YES,*,NO,YES,YES,*,NO,*,NO,1,201,1779399.31,5020.52,0.0028
YES,YES,YES,YES,*,*,NO,*,NO,0,201,2110186.95,0.00,0.0000
YES,YES,YES,*,*,*,NO,*,NO,0,201,2110186.95,0.00,0.0000
NO,*,*,*,*,NO,*,*,YES,171,201,1460675.45,1250034.03,0.8558
*,YES,NO,YES,YES,*,NO,YES,*,22,201,1735882.62,203930.79,0.1175
*,*,NO,YES,*,NO,YES,*,*,54,201,1561509.86,401204.49,0.2569
YES,YES,YES,YES,YES,NO,*,YES,NO,0,200,2149133.92,0.00,0.0000
YES,YES,YES,*,YES,NO,*,YES,NO,0,200,2149133.92,0.00,0.0000
YES,*,NO,YES,*,NO,NO,*,NO,1,200,1805002.53,5020.52,0.0028
*,NO,NO,NO,*,*,*,*,NO,1,200,1463087.22,9664.01,0.0066
YES,YES,NO,NO,*,*,*,*,NO,1,200,1457386.30,9664.01,0.0066
*,NO,*,NO,*,*,*,*,NO,1,200,1463087.22,9664.01,0.0066
YES,YES,*,NO,*,*,*,*,NO,1,200,1457386.30,9664.01,0.0066
YES,*,*,*,YES,*,YES,YES,*,38,200,1620311.43,309281.18,0.1909
YES,YES,NO,YES,YES,NO,*,*,*,27,200,1760903.59,238287.31,0.1353
YES,NO,*,*,YES,NO,*,*,*,30,200,1965035.10,260462.35,0.1325
*,*,NO,NO,*,NO,NO,YES,NO,1,199,1442799.69,9664.01,0.0067
*,*,*,NO,*,NO,NO,YES,NO,1,199,1442799.69,9664.01,0.0067
*,*,NO,NO,*,*,YES,YES,NO,0,199,1414508.47,0.00,0.0000
*,*,*,NO,*,*,YES,YES,NO,0,199,1414508.47,0.00,0.0000
NO,*,*,*,YES,NO,NO,YES,*,47,199,1524763.80,397235.59,0.2605
NO,*,NO,YES,*,NO,*,YES,*,50,199,1472424.69,376840.71,0.2559
*,*,*,*,*,YES,NO,*,*,66,199,1471719.83,453439.23,0.3081
YES,YES,*,*,*,*,YES,*,*,31,199,1617718.79,245499.03,0.1518
YES,YES,NO,*,YES,NO,NO,YES,*,15,198,1677031.07,136887.91,0.0816
YES,YES,NO,*,YES,*,NO,YES,NO,0,197,1642133.91,0.00,0.0000
NO,*,NO,*,*,*,NO,*,NO,0,197,1384460.40,0.00,0.0000
NO,*,*,YES,*,*,*,*,NO,0,197,1445206.60,0.00,0.0000
NO,YES,NO,*,YES,NO,*,YES,*,50,197,1425422.53,373875.66,0.2623
NO,YES,NO,NO,*,*,*,*,*,63,197,1361618.00,417564.99,0.3067
NO,YES,*,NO,*,*,*,*,*,63,197,1361618.00,417564.99,0.3067
YES,NO,*,*,*,NO,*,YES,NO,0,196,1919339.19,0.00,0.0000
YES,YES,NO,*,YES,NO,NO,*,NO,1,196,1645118.49,5020.52,0.0031
*,NO,*,YES,*,*,NO,*,NO,0,196,1946753.74,0.00,0.0000
*,*,*,*,*,*,*,NO,*,87,196,1375851.47,571028.54,0.4150
YES,*,NO,YES,YES,NO,NO,*,*,18,196,1766434.14,161453.93,0.0914
NO,NO,NO,*,YES,*,*,*,*,84,196,1339449.80,585969.21,0.4375
YES,YES,YES,YES,*,*,NO,YES,NO,0,195,2073140.67,0.00,0.0000
YES,YES,YES,*,*,*,NO,YES,NO,0,195,2073140.67,0.00,0.0000
NO,YES,NO,*,*,NO,*,YES,NO,0,195,1390107.60,0.00,0.0000
NO,*,NO,*,*,*,*,YES,YES,171,195,1345092.97,1172671.60,0.8718
*,YES,*,*,*,NO,*,*,YES,171,195,1523038.79,1352270.22,0.8879
*,YES,NO,NO,*,NO,NO,YES,*,33,195,1386994.32,223525.38,0.1612
*,YES,*,NO,*,NO,NO,YES,*,33,195,1386994.32,223525.38,0.1612
YES,YES,YES,YES,*,NO,NO,YES,*,6,195,2107371.91,83913.75,0.0398
YES,YES,YES,*,*,NO,NO,YES,*,6,195,2107371.91,83913.75,0.0398
YES,*,NO,*,*,*,YES,YES,NO,0,194,1542733.10,0.00,0.0000
*,*,NO,NO,YES,*,NO,*,NO,0,194,1436159.81,0.00,0.0000
*,*,*,NO,YES,*,NO,*,NO,0,194,1436159.81,0.00,0.0000
YES,YES,YES,YES,YES,*,NO,YES,*,7,194,2111629.72,101538.77,0.0481
YES,YES,YES,*,YES,*,NO,YES,*,7,194,2111629.72,101538.77,0.0481
*,YES,NO,*,YES,*,YES,YES,*,47,194,1450737.10,355988.33,0.2454
*,*,NO,YES,*,*,YES,YES,*,48,194,1486241.28,352179.42,0.2370
YES,YES,NO,NO,*,NO,*,YES,*,24,194,1418230.52,179181.55,0.1263
YES,YES,*,NO,*,NO,*,YES,*,24,194,1418230.52,179181.55,0.1263
YES,NO,NO,*,YES,*,*,YES,*,39,194,1661203.95,325322.74,0.1958
*,YES,NO,YES,*,NO,NO,YES,NO,0,193,1633475.54,0.00,0.0000
*,YES,NO,YES,YES,NO,NO,YES,*,22,193,1671578.88,203930.79,0.1220
NO,YES,*,*,*,*,NO,YES,*,40,193,1435465.16,326303.31,0.2273
*,*,NO,NO,NO,NO,*,YES,*,55,193,1348762.41,354432.29,0.2628
*,*,*,NO,NO,NO,*,YES,*,55,193,1348762.41,354432.29,0.2628
YES,YES,NO,YES,YES,*,*,YES,*,24,193,1687356.97,207518.81,0.1230
YES,YES,YES,YES,YES,NO,NO,*,*,8,193,2093668.69,100669.83,0.0481
YES,YES,YES,*,YES,NO,NO,*,*,8,193,2093668.69,100669.83,0.0481
YES,*,*,*,*,NO,YES,YES,NO,0,192,1556376.72,0.00,0.0000
YES,YES,YES,YES,*,NO,NO,*,NO,0,192,2044554.37,0.00,0.0000
YES,YES,YES,*,*,NO,NO,*,NO,0,192,2044554.37,0.00,0.0000
YES,YES,YES,YES,YES,*,NO,*,NO,0,192,2038250.94,0.00,0.0000
YES,YES,YES,*,YES,*,NO,*,NO,0,192,2038250.94,0.00,0.0000
*,YES,NO,NO,YES,*,*,*,NO,0,192,1408224.91,0.00,0.0000
*,YES,*,NO,YES,*,*,*,NO,0,192,1408224.91,0.00,0.0000
*,*,*,*,YES,NO,*,YES,YES,162,192,1608754.65,1390270.26,0.8642
NO,*,NO,*,YES,*,NO,YES,*,54,192,1378059.27,398399.50,0.2891
NO,*,*,*,YES,*,YES,YES,*,71,192,1349735.15,510823.67,0.3785
*,*,*,YES,YES,*,YES,*,*,44,192,1548420.35,341295.43,0.2204
NO,*,NO,NO,*,*,YES,*,*,86,192,1293428.85,593037.04,0.4585
NO,*,*,NO,*,*,YES,*,*,86,192,1293428.85,593037.04,0.4585
*,*,NO,*,YES,YES,*,*,*,65,192,1373594.38,401196.63,0.2921
YES,*,*,*,*,YES,*,*,*,50,192,1505742.34,355796.48,0.2363
YES,YES,NO,YES,*,NO,*,YES,NO,0,191,1701360.78,0.00,0.0000
YES,*,NO,NO,YES,*,*,YES,NO,0,191,1487292.78,0.00,0.0000
YES,*,*,NO,YES,*,*,YES,NO,0,191,1487292.78,0.00,0.0000
YES,NO,*,*,YES,*,NO,*,NO,0,191,1912675.98,0.00,0.0000
YES,*,NO,NO,*,*,NO,*,NO,2,191,1458202.73,19328.03,0.0133
YES,*,*,NO,*,*,NO,*,NO,2,191,1458202.73,19328.03,0.0133
*,YES,NO,*,YES,NO,YES,YES,*,46,191,1430227.85,351774.54,0.2460
YES,YES,*,*,*,*,YES,YES,*,29,191,1557502.55,228317.65,0.1466
*,NO,*,YES,*,NO,NO,YES,*,23,190,1948940.96,197142.49,0.1012
*,*,NO,YES,*,NO,YES,YES,*,48,190,1462803.24,352179.42,0.2408
*,YES,NO,NO,*,*,YES,*,*,48,190,1381848.88,342605.34,0.2479
*,YES,*,NO,*,*,YES,*,*,48,190,1381848.88,342605.34,0.2479
*,YES,NO,NO,*,*,NO,*,NO,1,189,1344761.63,9664.01,0.0072
*,YES,*,NO,*,*,NO,*,NO,1,189,1344761.63,9664.01,0.0072
YES,*,*,*,NO,*,*,*,NO,2,189,1501177.80,19328.03,0.0129
YES,NO,*,YES,*,*,*,*,NO,0,189,1900665.60,0.00,0.0000
NO,*,NO,*,*,NO,*,*,YES,159,189,1337672.34,1127030.92,0.8425
YES,NO,NO,*,*,*,NO,*,*,42,189,1597671.48,336579.17,0.2107
*,*,*,YES,YES,NO,YES,*,*,44,189,1521894.25,341295.43,0.2243
*,NO,*,*,YES,*,YES,*,*,71,189,1381628.66,506881.09,0.3669
YES,YES,YES,YES,*,NO,NO,YES,NO,0,188,2014571.87,0.00,0.0000
YES,YES,YES,*,*,NO,NO,YES,NO,0,188,2014571.87,0.00,0.0000
*,YES,NO,YES,YES,*,NO,*,NO,1,188,1599327.44,5020.52,0.0031
*,YES,NO,*,NO,*,*,*,NO,1,188,1404319.73,9664.01,0.0069
*,YES,NO,*,*,*,*,*,YES,163,188,1394561.76,1218130.89,0.8735
*,NO,*,YES,YES,*,NO,YES,*,24,188,1891754.58,204940.57,0.1083
NO,YES,NO,NO,*,NO,*,*,*,60,188,1312375.07,400332.02,0.3050
NO,YES,*,NO,*,NO,*,*,*,60,188,1312375.07,400332.02,0.3050
NO,*,*,*,NO,*,*,*,*,70,188,1218217.20,426509.54,0.3501
NO,*,*,*,*,NO,NO,YES,NO,0,187,1387457.86,0.00,0.0000
NO,*,*,YES,*,*,*,YES,NO,0,187,1353728.95,0.00,0.0000
*,*,*,YES,*,*,YES,*,NO,0,187,1508110.00,0.00,0.0000
YES,YES,YES,YES,YES,NO,NO,YES,*,6,187,2046930.11,83913.75,0.0410
YES,YES,YES,*,YES,NO,NO,YES,*,6,187,2046930.11,83913.75,0.0410
YES,*,NO,*,NO,*,*,YES,*,44,187,1451650.06,337649.10,0.2326
NO,NO,*,*,YES,*,*,YES,*,76,187,1322810.62,549324.34,0.4153
NO,*,*,*,YES,NO,YES,*,*,62,187,1359388.29,459585.45,0.3381
YES,YES,*,*,*,NO,YES,*,*,31,187,1531490.12,245499.03,0.1603
YES,*,NO,*,YES,*,YES,*,*,45,187,1470595.18,350446.13,0.2383
YES,*,NO,YES,*,NO,NO,YES,NO,0,186,1691416.83,0.00,0.0000
YES,*,NO,YES,YES,*,NO,YES,NO,0,186,1670390.04,0.00,0.0000
YES,YES,YES,YES,YES,*,NO,YES,NO,0,186,2001204.67,0.00,0.0000
YES,YES,YES,*,YES,*,NO,YES,NO,0,186,2001204.67,0.00,0.0000
*,NO,*,YES,*,*,NO,YES,NO,0,186,1877445.42,0.00,0.0000
YES,NO,NO,*,*,*,*,YES,NO,0,186,1590351.50,0.00,0.0000
NO,*,*,YES,*,NO,*,*,NO,0,186,1373967.82,0.00,0.0000
NO,*,*,*,YES,*,*,*,YES,160,186,1362908.49,1177385.40,0.8639
YES,*,*,*,*,*,*,*,YES,167,186,1493900.42,1358880.07,0.9096
*,*,*,*,NO,*,YES,*,*,59,186,1291268.61,390455.29,0.3024
NO,NO,NO,*,*,NO,*,*,*,70,186,1316432.44,500628.93,0.3803
YES,YES,NO,NO,*,*,*,YES,NO,1,185,1348436.28,9664.01,0.0072
YES,YES,*,NO,*,*,*,YES,NO,1,185,1348436.28,9664.01,0.0072
*,NO,*,YES,YES,NO,*,*,NO,0,185,1855397.04,0.00,0.0000
NO,YES,*,*,*,NO,NO,YES,*,39,185,1385810.49,319537.70,0.2306
YES,YES,NO,YES,YES,NO,*,YES,*,24,185,1623053.24,207518.81,0.1279
YES,NO,*,*,YES,NO,*,YES,*,24,185,1855753.77,224624.97,0.1210
*,NO,NO,YES,*,*,*,YES,*,39,185,1530380.18,313751.69,0.2050
*,NO,NO,*,*,NO,NO,*,*,50,185,1465805.37,387695.27,0.2645
*,NO,NO,NO,*,*,NO,*,*,70,185,1330698.16,454250.09,0.3414
