in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,*,*,NO,NO,NO,YES,*,*,34,101,688908.58,227284.59,0.3299
NO,YES,*,*,NO,NO,*,*,*,28,101,690510.42,180336.60,0.2612
YES,NO,NO,*,YES,YES,*,*,*,22,101,825684.58,142679.50,0.1728
NO,YES,*,*,YES,NO,NO,YES,NO,0,100,721584.00,0.00,0.0000
*,YES,NO,*,NO,NO,NO,*,NO,1,100,753599.69,9664.01,0.0128
YES,*,*,*,*,YES,NO,*,NO,0,100,828487.38,0.00,0.0000
*,NO,YES,YES,*,*,NO,*,NO,0,100,1132972.03,0.00,0.0000
*,NO,YES,*,*,*,NO,*,NO,0,100,1132972.03,0.00,0.0000
NO,*,*,*,NO,NO,*,*,NO,0,100,689435.11,0.00,0.0000
*,NO,*,*,NO,*,*,*,NO,1,100,742848.50,9664.01,0.0130
*,NO,*,*,*,YES,*,*,YES,97,100,624032.19,609510.48,0.9767
*,*,NO,NO,NO,*,*,*,YES,98,100,608131.37,597548.54,0.9826
*,*,*,NO,NO,*,*,*,YES,98,100,608131.37,597548.54,0.9826
*,*,NO,NO,*,YES,NO,YES,*,34,100,740532.66,222537.61,0.3005
*,*,*,NO,*,YES,NO,YES,*,34,100,740532.66,222537.61,0.3005
YES,*,NO,*,NO,*,NO,YES,*,23,100,780918.48,186077.42,0.2383
YES,YES,*,YES,*,*,YES,YES,*,18,100,874338.51,148790.04,0.1702
NO,*,*,YES,*,*,YES,YES,*,24,100,693271.97,159523.67,0.2301
NO,*,NO,YES,YES,NO,NO,*,*,27,100,810223.86,235765.74,0.2910
*,NO,*,*,NO,*,NO,*,*,42,100,746798.85,274192.04,0.3672
YES,YES,*,YES,*,NO,YES,*,*,19,100,881919.44,159510.35,0.1809
NO,NO,NO,*,*,NO,YES,*,*,38,100,705202.17,284101.21,0.4029
YES,*,NO,*,NO,*,YES,*,*,26,100,745952.84,177677.44,0.2382
NO,NO,NO,*,YES,*,YES,*,*,44,100,686751.57,310559.43,0.4522
